"AGENT_NO","LONGT","LAT"
14197,170.075,-44.325
14198,170.075,-44.375
14199,170.075,-44.425
14200,170.075,-44.475
14201,170.075,-44.525
14202,170.075,-44.575
14203,170.075,-44.625
14204,170.075,-44.675
14207,170.075,-44.725
14208,170.075,-44.775
14209,170.075,-44.825
14210,170.075,-44.875
14211,170.075,-44.925
14212,170.075,-44.975
14213,170.075,-45.025
14214,170.075,-45.075
14215,170.075,-45.125
14216,170.075,-45.175
14217,170.075,-45.225
14218,170.075,-45.275
14219,170.075,-45.325
14220,170.075,-45.375
14221,170.075,-45.425
14222,170.075,-45.475
14223,168.625,-45.975
14224,168.625,-46.025
14227,168.625,-46.075
14228,168.625,-46.125
14229,168.625,-46.175
14230,168.625,-46.225
14231,168.625,-46.275
14232,168.625,-46.325
14233,168.625,-46.375
14234,168.625,-46.425
14235,168.625,-46.475
14236,168.625,-46.525
14237,168.625,-46.575
,168.625,-46.625
,168.625,-46.675
,168.625,-46.725
,168.625,-46.775
,168.625,-46.825
,168.625,-46.875
,168.675,-43.675
,168.675,-43.725
,168.675,-43.775
,168.675,-43.825
,168.675,-43.875
,168.675,-43.925
,168.675,-43.975
14238,168.675,-44.025
14239,168.675,-44.075
14240,168.675,-44.125
14241,168.675,-44.175
14242,168.675,-44.225
14243,168.675,-44.275
14244,168.675,-44.325
14250,168.675,-44.375
14251,168.675,-44.425
14252,168.675,-44.475
14253,168.675,-44.525
14254,168.675,-44.575
14255,168.675,-44.625
14256,168.675,-44.675
14257,168.675,-44.725
14258,168.925,-46.325
14259,168.925,-46.375
14260,168.925,-46.425
14261,168.925,-46.475
14262,168.925,-46.525
14263,168.925,-46.575
14264,168.925,-46.625
,168.925,-46.675
,168.925,-46.725
,168.925,-46.775
,168.925,-46.825
,168.925,-46.875
,168.975,-43.475
,168.975,-43.525
,168.975,-43.575
,168.975,-43.625
,168.975,-43.675
,168.975,-43.725
,168.975,-43.775
,168.975,-43.825
,168.975,-43.875
14269,168.975,-43.925
14270,168.975,-43.975
14271,168.975,-44.025
14272,168.975,-44.075
14273,168.975,-44.125
14274,168.975,-44.175
14275,168.975,-44.225
14276,168.975,-44.275
14277,168.975,-44.325
14278,168.975,-44.375
14279,168.975,-44.425
14280,168.975,-44.475
14281,168.975,-44.525
14282,168.975,-44.575
14283,168.975,-44.625
14284,168.975,-44.675
14285,168.975,-44.725
14288,168.975,-44.775
14289,168.975,-44.825
14290,168.975,-44.875
14291,169.175,-45.275
14292,169.175,-45.325
14293,169.175,-45.375
14294,169.175,-45.425
14295,169.175,-45.475
14296,169.175,-45.525
14297,169.175,-45.575
14298,169.175,-45.625
14299,169.175,-45.675
14300,169.175,-45.725
14301,169.175,-45.775
14302,169.175,-45.825
14303,169.175,-45.875
14304,169.175,-45.925
14306,169.175,-45.975
14307,169.175,-46.025
14308,169.175,-46.075
14309,169.175,-46.125
14310,169.175,-46.175
14311,169.175,-46.225
14312,169.175,-46.275
14313,169.175,-46.325
14314,169.175,-46.375
14315,169.175,-46.425
14316,169.175,-46.475
14317,169.175,-46.525
14318,169.175,-46.575
14319,169.175,-46.625
,169.175,-46.675
,169.175,-46.725
,169.175,-46.775
,169.175,-46.825
,169.175,-46.875
,169.225,-43.425
,169.225,-43.475
,169.225,-43.525
,169.225,-43.575
,169.225,-43.625
,169.225,-43.675
,169.225,-43.725
14320,169.225,-43.775
14321,169.425,-43.825
14322,169.425,-43.875
14323,169.425,-43.925
14324,169.425,-43.975
14327,169.425,-44.025
14328,169.425,-44.075
14329,169.425,-44.125
14330,169.425,-44.175
14331,169.425,-44.225
14332,169.425,-44.275
14333,169.425,-44.325
14334,169.425,-44.375
14335,169.425,-44.425
14336,169.425,-44.475
14337,169.425,-44.525
14338,169.425,-44.575
14339,169.425,-44.625
14340,169.425,-44.675
14341,169.425,-44.725
14342,169.425,-44.775
14343,169.425,-44.825
14344,169.425,-44.875
14346,169.425,-44.925
14347,169.425,-44.975
14348,169.425,-45.025
14349,169.425,-45.075
14350,169.425,-45.125
14351,169.425,-45.175
14352,169.425,-45.225
14353,169.425,-45.275
14354,169.425,-45.325
14355,169.425,-45.375
14356,169.425,-45.425
14357,169.425,-45.475
14358,169.425,-45.525
14359,169.425,-45.575
14360,169.425,-45.625
14361,169.425,-45.675
14362,169.425,-45.725
14363,169.425,-45.775
14364,168.675,-44.775
14368,168.675,-44.825
14369,168.675,-44.875
14370,168.675,-44.925
14371,168.675,-44.975
14372,168.675,-45.025
14373,168.675,-45.075
14374,168.675,-45.125
14375,168.675,-45.175
14376,168.675,-45.225
14377,168.675,-45.275
14378,168.675,-45.325
14379,168.675,-45.375
14380,168.675,-45.425
14381,168.675,-45.475
14382,168.675,-45.525
14383,168.675,-45.575
14384,168.675,-45.625
14387,168.675,-45.675
14388,168.675,-45.725
14389,168.675,-45.775
14390,168.675,-45.825
14391,168.675,-45.875
14392,168.675,-45.925
14393,168.675,-45.975
14394,168.675,-46.025
14395,168.675,-46.075
14396,168.675,-46.125
14397,168.675,-46.175
14398,168.675,-46.225
14399,168.675,-46.275
14400,168.675,-46.325
14401,168.675,-46.375
14402,168.675,-46.425
14403,168.675,-46.475
14404,168.675,-46.525
14406,168.675,-46.575
,168.675,-46.625
,168.675,-46.675
,168.675,-46.725
14407,168.975,-44.925
14408,168.975,-44.975
14409,168.975,-45.025
14410,168.975,-45.075
14411,168.975,-45.125
14412,168.975,-45.175
14413,168.975,-45.225
14414,168.975,-45.275
14415,168.975,-45.325
14416,168.975,-45.375
14417,168.975,-45.425
14418,168.975,-45.475
14419,168.975,-45.525
14420,168.975,-45.575
14421,168.975,-45.625
14422,168.975,-45.675
14423,168.975,-45.725
14424,168.975,-45.775
14426,168.975,-45.825
14427,168.975,-45.875
14428,168.975,-45.925
14429,168.975,-45.975
14430,168.975,-46.025
14431,168.975,-46.075
14432,168.975,-46.125
14433,168.975,-46.175
14434,168.975,-46.225
14435,168.975,-46.275
14436,168.975,-46.325
14437,168.975,-46.375
14438,168.975,-46.425
14439,168.975,-46.475
14440,168.975,-46.525
14441,168.975,-46.575
14442,168.975,-46.625
,168.975,-46.675
,168.975,-46.725
,168.975,-46.775
,168.975,-46.825
,168.975,-46.875
,169.025,-43.475
14443,169.225,-43.825
14444,169.225,-43.875
14447,169.225,-43.925
14448,169.225,-43.975
14449,169.225,-44.025
14450,169.225,-44.075
14451,169.225,-44.125
14452,169.225,-44.175
14453,169.225,-44.225
14454,169.225,-44.275
14455,169.225,-44.325
14456,169.225,-44.375
14457,169.225,-44.425
14458,169.225,-44.475
14459,169.225,-44.525
14460,169.225,-44.575
14461,169.225,-44.625
14462,169.225,-44.675
14463,169.225,-44.725
14464,169.225,-44.775
14465,169.225,-44.825
14469,169.225,-44.875
14470,169.225,-44.925
14471,169.225,-44.975
14472,169.225,-45.025
14473,169.225,-45.075
14474,169.225,-45.125
14475,169.225,-45.175
14476,169.225,-45.225
14477,169.225,-45.275
14478,169.225,-45.325
14479,169.225,-45.375
14480,169.225,-45.425
14481,169.225,-45.475
14482,169.225,-45.525
14483,169.225,-45.575
14484,169.225,-45.625
14492,169.225,-45.675
14493,169.225,-45.725
14494,169.225,-45.775
14495,169.425,-45.825
14496,169.425,-45.875
14497,169.425,-45.925
14498,169.425,-45.975
14499,169.425,-46.025
14500,169.425,-46.075
14501,169.425,-46.125
14502,169.425,-46.175
14503,169.425,-46.225
14504,169.425,-46.275
14505,169.425,-46.325
14506,169.425,-46.375
14507,169.425,-46.425
14508,169.425,-46.475
14513,169.425,-46.525
14514,169.425,-46.575
,169.425,-46.625
,169.425,-46.675
,169.425,-46.725
,169.425,-46.775
,169.425,-46.825
,169.425,-46.875
,169.475,-43.275
,169.475,-43.325
,169.475,-43.375
,169.475,-43.425
,169.475,-43.475
,169.475,-43.525
,169.475,-43.575
,169.475,-43.625
14515,169.475,-43.675
14516,169.475,-43.725
14517,169.475,-43.775
14518,169.475,-43.825
14519,169.475,-43.875
14520,169.475,-43.925
14521,169.475,-43.975
14522,169.475,-44.025
14523,169.475,-44.075
14524,169.475,-44.125
14525,169.475,-44.175
,168.675,-46.775
,168.675,-46.825
,168.675,-46.875
,168.725,-43.625
,168.725,-43.675
,168.725,-43.725
,168.725,-43.775
,168.725,-43.825
,168.725,-43.875
,168.725,-43.925
,168.725,-43.975
14526,168.725,-44.025
14527,168.725,-44.075
14528,168.725,-44.125
14529,168.725,-44.175
14533,168.725,-44.225
14534,168.725,-44.275
14535,168.725,-44.325
14536,168.725,-44.375
14537,168.725,-44.425
14538,168.725,-44.475
14539,168.725,-44.525
14540,168.725,-44.575
14541,168.725,-44.625
14542,168.725,-44.675
14543,168.725,-44.725
14544,168.725,-44.775
14545,168.725,-44.825
14546,168.725,-44.875
14547,168.725,-44.925
14548,168.725,-44.975
14551,168.725,-45.025
14552,168.725,-45.075
14553,168.725,-45.125
14554,168.725,-45.175
14555,168.725,-45.225
14556,168.725,-45.275
14557,168.725,-45.325
14558,168.725,-45.375
14559,168.725,-45.425
14560,168.725,-45.475
,169.025,-43.525
,169.025,-43.575
,169.025,-43.625
,169.025,-43.675
,169.025,-43.725
,169.025,-43.775
,169.025,-43.825
14561,169.025,-43.875
14562,169.025,-43.925
14563,169.025,-43.975
14564,169.025,-44.025
14565,169.025,-44.075
14566,169.025,-44.125
14567,169.025,-44.175
14568,169.025,-44.225
14571,169.025,-44.275
14572,169.025,-44.325
14573,169.025,-44.375
14574,169.025,-44.425
14575,169.025,-44.475
14576,169.025,-44.525
14577,169.025,-44.575
14578,169.025,-44.625
14579,169.025,-44.675
14580,169.025,-44.725
14581,169.025,-44.775
14582,169.025,-44.825
14583,169.025,-44.875
14584,169.025,-44.925
14585,169.025,-44.975
14586,169.025,-45.025
14587,169.025,-45.075
14588,169.025,-45.125
14594,169.025,-45.175
14595,169.025,-45.225
14596,169.025,-45.275
14597,169.025,-45.325
14598,169.025,-45.375
14599,169.025,-45.425
14600,169.025,-45.475
14601,169.025,-45.525
14602,169.225,-45.825
14603,169.225,-45.875
14604,169.225,-45.925
14605,169.225,-45.975
14606,169.225,-46.025
14607,169.225,-46.075
14608,169.225,-46.125
14610,169.225,-46.175
14611,169.225,-46.225
14612,169.225,-46.275
14613,169.225,-46.325
14614,169.225,-46.375
14615,169.225,-46.425
14616,169.225,-46.475
14617,169.225,-46.525
14618,169.225,-46.575
14619,169.225,-46.625
,169.225,-46.675
,169.225,-46.725
,169.225,-46.775
,169.225,-46.825
,169.225,-46.875
,169.275,-43.375
,169.275,-43.425
,169.275,-43.475
,169.275,-43.525
,169.275,-43.575
,169.275,-43.625
,169.275,-43.675
14620,169.275,-43.725
14621,169.275,-43.775
14622,169.275,-43.825
14623,169.275,-43.875
14624,169.275,-43.925
14625,169.275,-43.975
14626,169.275,-44.025
14627,169.275,-44.075
14628,169.275,-44.125
14630,169.275,-44.175
14631,169.275,-44.225
14632,169.275,-44.275
14633,169.475,-44.225
14634,169.475,-44.275
14635,169.475,-44.325
14636,169.475,-44.375
14637,169.475,-44.425
14638,169.475,-44.475
14639,169.475,-44.525
14640,169.475,-44.575
14641,169.475,-44.625
14642,169.475,-44.675
14643,169.475,-44.725
14644,169.475,-44.775
14645,169.475,-44.825
14646,169.475,-44.875
14647,169.475,-44.925
14648,169.475,-44.975
14650,169.475,-45.025
14651,169.475,-45.075
14652,169.475,-45.125
14653,169.475,-45.175
14654,169.475,-45.225
14655,169.475,-45.275
14656,169.475,-45.325
14657,169.475,-45.375
14658,169.475,-45.425
14659,169.475,-45.475
14660,169.475,-45.525
14661,169.475,-45.575
14662,169.475,-45.625
14663,169.475,-45.675
14664,169.475,-45.725
14665,169.475,-45.775
14666,169.475,-45.825
14667,169.475,-45.875
14668,169.475,-45.925
14672,169.475,-45.975
14673,169.475,-46.025
14674,169.475,-46.075
14675,169.475,-46.125
14676,169.475,-46.175
14677,168.775,-44.275
14678,168.775,-44.325
14679,168.775,-44.375
14680,168.775,-44.425
14681,168.775,-44.475
14682,168.775,-44.525
14683,168.775,-44.575
14684,168.775,-44.625
14685,168.775,-44.675
14686,168.775,-44.725
14687,168.775,-44.775
14688,168.775,-44.825
14690,168.775,-44.875
14691,168.775,-44.925
14692,168.775,-44.975
14693,168.775,-45.025
14694,168.775,-45.075
14695,168.775,-45.125
14696,168.775,-45.175
14697,168.775,-45.225
14698,168.775,-45.275
14699,168.775,-45.325
14700,168.775,-45.375
14701,168.775,-45.425
14702,168.775,-45.475
14703,168.775,-45.525
14704,168.775,-45.575
14705,168.775,-45.625
14706,168.775,-45.675
14707,168.775,-45.725
14708,168.775,-45.775
14711,168.775,-45.825
14712,168.775,-45.875
14713,168.775,-45.925
14714,168.775,-45.975
14715,168.775,-46.025
14716,168.775,-46.075
14717,168.775,-46.125
14718,168.775,-46.175
14719,168.775,-46.225
14720,169.025,-45.575
14721,169.025,-45.625
14722,169.025,-45.675
14723,169.025,-45.725
14724,169.025,-45.775
14725,169.025,-45.825
14726,169.025,-45.875
14727,169.025,-45.925
14728,169.025,-45.975
14730,169.025,-46.025
14731,169.025,-46.075
14732,169.025,-46.125
14733,169.025,-46.175
14734,169.025,-46.225
14735,169.025,-46.275
14736,169.025,-46.325
14737,169.025,-46.375
14738,169.025,-46.425
14739,169.025,-46.475
14740,169.025,-46.525
14741,169.025,-46.575
14742,169.025,-46.625
,169.025,-46.675
,169.025,-46.725
,169.025,-46.775
,169.025,-46.825
,169.025,-46.875
,169.075,-43.475
,169.075,-43.525
,169.075,-43.575
,169.075,-43.625
,169.075,-43.675
,169.075,-43.725
,169.075,-43.775
14743,169.075,-43.825
14744,169.075,-43.875
14745,169.075,-43.925
14746,169.075,-43.975
14747,169.075,-44.025
14748,169.075,-44.075
14750,169.075,-44.125
14751,169.275,-44.325
14752,169.275,-44.375
14753,169.275,-44.425
14754,169.275,-44.475
14755,169.275,-44.525
14756,169.275,-44.575
14757,169.275,-44.625
14758,169.275,-44.675
14759,169.275,-44.725
14760,169.275,-44.775
14761,169.275,-44.825
14762,169.275,-44.875
14763,169.275,-44.925
14764,169.275,-44.975
14765,169.275,-45.025
14766,169.275,-45.075
14767,169.275,-45.125
14768,169.275,-45.175
14773,169.275,-45.225
14774,169.275,-45.275
14775,169.275,-45.325
14776,169.275,-45.375
14777,169.275,-45.425
14778,169.275,-45.475
14779,169.275,-45.525
14780,169.275,-45.575
14781,169.275,-45.625
14782,169.275,-45.675
14783,169.275,-45.725
14784,169.275,-45.775
14785,169.275,-45.825
14786,169.275,-45.875
14787,169.275,-45.925
14788,169.275,-45.975
14791,169.275,-46.025
14792,169.275,-46.075
14793,169.275,-46.125
14794,169.275,-46.175
14795,169.275,-46.225
14796,169.275,-46.275
14797,169.475,-46.225
14798,169.475,-46.275
14799,169.475,-46.325
14800,169.475,-46.375
14801,169.475,-46.425
14802,169.475,-46.475
14803,169.475,-46.525
14804,169.475,-46.575
,169.475,-46.625
,169.475,-46.675
,169.475,-46.725
,169.475,-46.775
,169.475,-46.825
,169.475,-46.875
,169.525,-43.225
,169.525,-43.275
,169.525,-43.325
,169.525,-43.375
,169.525,-43.425
,169.525,-43.475
,169.525,-43.525
,169.525,-43.575
14805,169.525,-43.625
14806,169.525,-43.675
14807,169.525,-43.725
14808,169.525,-43.775
14813,169.525,-43.825
14814,169.525,-43.875
14815,169.525,-43.925
14816,169.525,-43.975
14817,169.525,-44.025
14818,169.525,-44.075
14819,169.525,-44.125
14820,169.525,-44.175
14821,169.525,-44.225
14822,169.525,-44.275
14823,169.525,-44.325
14824,169.525,-44.375
14825,169.525,-44.425
14826,169.525,-44.475
14827,169.525,-44.525
14828,168.725,-45.525
14830,168.725,-45.575
14831,168.725,-45.625
14832,168.725,-45.675
14833,168.725,-45.725
14834,168.725,-45.775
14835,168.725,-45.825
14836,168.725,-45.875
14837,168.725,-45.925
14838,168.725,-45.975
14839,168.725,-46.025
14840,168.725,-46.075
14841,168.725,-46.125
14842,168.725,-46.175
14843,168.725,-46.225
14844,168.725,-46.275
14845,168.725,-46.325
14846,168.725,-46.375
14847,168.725,-46.425
14848,168.725,-46.475
14850,168.725,-46.525
,168.725,-46.575
,168.725,-46.625
,168.725,-46.675
,168.725,-46.725
,168.725,-46.775
,168.725,-46.825
,168.725,-46.875
,168.775,-43.625
,168.775,-43.675
,168.775,-43.725
,168.775,-43.775
,168.775,-43.825
,168.775,-43.875
,168.775,-43.925
,168.775,-43.975
14851,168.775,-44.025
14852,168.775,-44.075
14853,168.775,-44.125
14854,168.775,-44.175
14855,168.775,-44.225
14856,169.075,-44.175
14857,169.075,-44.225
14858,169.075,-44.275
14859,169.075,-44.325
14860,169.075,-44.375
14861,169.075,-44.425
14862,169.075,-44.475
14863,169.075,-44.525
14864,169.075,-44.575
14865,169.075,-44.625
14866,169.075,-44.675
14867,169.075,-44.725
14868,169.075,-44.775
14870,169.075,-44.825
14871,169.075,-44.875
14872,169.075,-44.925
14873,169.075,-44.975
14874,169.075,-45.025
14875,169.075,-45.075
14876,169.075,-45.125
14877,169.075,-45.175
14878,169.075,-45.225
14879,169.075,-45.275
14880,169.075,-45.325
14881,169.075,-45.375
14882,169.075,-45.425
14883,169.075,-45.475
14884,169.075,-45.525
14885,169.075,-45.575
14886,169.075,-45.625
14887,169.075,-45.675
14888,169.075,-45.725
14890,169.075,-45.775
14891,169.075,-45.825
14892,169.075,-45.875
14893,169.075,-45.925
14894,169.075,-45.975
14895,169.075,-46.025
14896,169.075,-46.075
14897,169.075,-46.125
14898,169.275,-46.325
14899,169.275,-46.375
14900,169.275,-46.425
14901,169.275,-46.475
14902,169.275,-46.525
14903,169.275,-46.575
,169.275,-46.625
,169.275,-46.675
,169.275,-46.725
,169.275,-46.775
,169.275,-46.825
,169.275,-46.875
,169.325,-43.375
,169.325,-43.425
,169.325,-43.475
,169.325,-43.525
,169.325,-43.575
,169.325,-43.625
,169.325,-43.675
14904,169.325,-43.725
14905,169.325,-43.775
14906,169.325,-43.825
14907,169.325,-43.875
14908,169.325,-43.925
14910,169.325,-43.975
14911,169.325,-44.025
14912,169.325,-44.075
14913,169.325,-44.125
14914,169.325,-44.175
14915,169.325,-44.225
14916,169.325,-44.275
14917,169.325,-44.325
14918,169.325,-44.375
14919,169.325,-44.425
14920,169.325,-44.475
14921,169.325,-44.525
14922,169.325,-44.575
14923,169.325,-44.625
14924,169.325,-44.675
14925,169.325,-44.725
14926,169.325,-44.775
14927,169.525,-44.575
14928,169.525,-44.625
14932,169.525,-44.675
14933,169.525,-44.725
14934,169.525,-44.775
14935,169.525,-44.825
14936,169.525,-44.875
14937,169.525,-44.925
14938,169.525,-44.975
14939,169.525,-45.025
14940,169.525,-45.075
14941,169.525,-45.125
14942,169.525,-45.175
14943,169.525,-45.225
14944,169.525,-45.275
14945,169.525,-45.325
14946,169.525,-45.375
14947,169.525,-45.425
14948,169.525,-45.475
14950,169.525,-45.525
14951,169.525,-45.575
14952,169.525,-45.625
14953,169.525,-45.675
14954,169.525,-45.725
14955,169.525,-45.775
14956,169.525,-45.825
14957,169.525,-45.875
14958,169.525,-45.925
14959,169.525,-45.975
14960,169.525,-46.025
14961,169.525,-46.075
14962,169.525,-46.125
14963,169.525,-46.175
14964,169.525,-46.225
14965,169.525,-46.275
14966,169.525,-46.325
14967,169.525,-46.375
14968,169.525,-46.425
14972,169.525,-46.475
14973,169.525,-46.525
14974,168.775,-46.275
14975,168.775,-46.325
14976,168.775,-46.375
14977,168.775,-46.425
14978,168.775,-46.475
14979,168.775,-46.525
14980,168.775,-46.575
,168.775,-46.625
,168.775,-46.675
,168.775,-46.725
,168.775,-46.775
,168.775,-46.825
,168.775,-46.875
,168.825,-43.575
,168.825,-43.625
,168.825,-43.675
,168.825,-43.725
,168.825,-43.775
,168.825,-43.825
,168.825,-43.875
,168.825,-43.925
14981,168.825,-43.975
14982,168.825,-44.025
14983,168.825,-44.075
14984,168.825,-44.125
14985,168.825,-44.175
14986,168.825,-44.225
14987,168.825,-44.275
14988,168.825,-44.325
14990,168.825,-44.375
14991,168.825,-44.425
14992,168.825,-44.475
14993,168.825,-44.525
14994,168.825,-44.575
14995,168.825,-44.625
14996,168.825,-44.675
14997,168.825,-44.725
14998,168.825,-44.775
14999,168.825,-44.825
15000,168.825,-44.875
15001,168.825,-44.925
15002,169.075,-46.175
15003,169.075,-46.225
15004,169.075,-46.275
15005,169.075,-46.325
15006,169.075,-46.375
15007,169.075,-46.425
15008,169.075,-46.475
15010,169.075,-46.525
15011,169.075,-46.575
15012,169.075,-46.625
,169.075,-46.675
,169.075,-46.725
,169.075,-46.775
,169.075,-46.825
,169.075,-46.875
,169.125,-43.425
,169.125,-43.475
,169.125,-43.525
,169.125,-43.575
,169.125,-43.625
,169.125,-43.675
,169.125,-43.725
,169.125,-43.775
15013,169.125,-43.825
15014,169.125,-43.875
15015,169.125,-43.925
15016,169.125,-43.975
15017,169.125,-44.025
15018,169.125,-44.075
15019,169.125,-44.125
15020,169.125,-44.175
15021,169.125,-44.225
15022,169.125,-44.275
15023,169.125,-44.325
15024,169.125,-44.375
15025,169.125,-44.425
15026,169.125,-44.475
15027,169.125,-44.525
15028,169.125,-44.575
15034,169.125,-44.625
15035,169.125,-44.675
15036,169.325,-44.825
15037,169.325,-44.875
15038,169.325,-44.925
15039,169.325,-44.975
15040,169.325,-45.025
15041,169.325,-45.075
15042,169.325,-45.125
15043,169.325,-45.175
15044,169.325,-45.225
15045,169.325,-45.275
15046,169.325,-45.325
15047,169.325,-45.375
15048,169.325,-45.425
15052,169.325,-45.475
15053,169.325,-45.525
15054,169.325,-45.575
15055,169.325,-45.625
15056,169.325,-45.675
15057,169.325,-45.725
15058,169.325,-45.775
15059,169.325,-45.825
15060,169.325,-45.875
15061,169.325,-45.925
15062,169.325,-45.975
15063,169.325,-46.025
15064,169.325,-46.075
15065,169.325,-46.125
15066,169.325,-46.175
15067,169.325,-46.225
15068,169.325,-46.275
15074,169.325,-46.325
15075,169.325,-46.375
15076,169.325,-46.425
15077,169.325,-46.475
15078,169.325,-46.525
15079,169.325,-46.575
15080,169.325,-46.625
,169.325,-46.675
,169.325,-46.725
,169.325,-46.775
,169.325,-46.825
,169.525,-46.575
,169.525,-46.625
,169.525,-46.675
,169.525,-46.725
,169.525,-46.775
,169.525,-46.825
,169.525,-46.875
,169.575,-43.175
,169.575,-43.225
,169.575,-43.275
,169.575,-43.325
,169.575,-43.375
,169.575,-43.425
,169.575,-43.475
,169.575,-43.525
,169.575,-43.575
15081,169.575,-43.625
15082,169.575,-43.675
15083,169.575,-43.725
15084,169.575,-43.775
15085,169.575,-43.825
15086,169.575,-43.875
15087,169.575,-43.925
15088,169.575,-43.975
15090,169.575,-44.025
15091,169.575,-44.075
15092,169.575,-44.125
15093,169.575,-44.175
15094,169.575,-44.225
15095,169.575,-44.275
15096,169.575,-44.325
15097,169.575,-44.375
15098,169.575,-44.425
15099,169.575,-44.475
15100,169.575,-44.525
15101,169.575,-44.575
15102,169.575,-44.625
15103,169.575,-44.675
15104,169.575,-44.725
15105,169.575,-44.775
15106,169.575,-44.825
15107,168.825,-44.975
15108,168.825,-45.025
15113,168.825,-45.075
15114,168.825,-45.125
15115,168.825,-45.175
15116,168.825,-45.225
15117,168.825,-45.275
15118,168.825,-45.325
15119,168.825,-45.375
15120,168.825,-45.425
15121,168.825,-45.475
15122,168.825,-45.525
15123,168.825,-45.575
15124,168.825,-45.625
15125,168.825,-45.675
15126,168.825,-45.725
15127,168.825,-45.775
15128,168.825,-45.825
15132,168.825,-45.875
15133,168.825,-45.925
15134,168.825,-45.975
15135,168.825,-46.025
15136,168.825,-46.075
15137,168.825,-46.125
15138,168.825,-46.175
15139,168.825,-46.225
15140,168.825,-46.275
15141,168.825,-46.325
15142,168.825,-46.375
15143,168.825,-46.425
15144,168.825,-46.475
15145,168.825,-46.525
15146,168.825,-46.575
,168.825,-46.625
,168.825,-46.675
,168.825,-46.725
,168.825,-46.775
,168.825,-46.825
,168.825,-46.875
,168.875,-43.525
,168.875,-43.575
15147,170.625,-45.275
15148,170.625,-45.325
15150,170.625,-45.375
15151,170.625,-45.425
15152,170.625,-45.475
15153,170.625,-45.525
15154,170.625,-45.575
15155,170.625,-45.625
15156,170.625,-45.675
,170.625,-45.725
15157,170.625,-45.775
,170.625,-45.825
15158,170.625,-45.875
,170.625,-45.925
,170.625,-45.975
,170.625,-46.025
,170.625,-46.075
,170.625,-46.125
,170.625,-46.175
,170.675,-42.525
,170.675,-42.575
,170.675,-42.625
,170.675,-42.675
,170.675,-42.725
,170.675,-42.775
,170.675,-42.825
,170.675,-42.875
,170.675,-42.925
15159,170.675,-42.975
15160,170.675,-43.025
15161,170.675,-43.075
15162,170.675,-43.125
15163,170.675,-43.175
15164,170.675,-43.225
15165,170.675,-43.275
15166,170.675,-43.325
15167,170.675,-43.375
15168,170.675,-43.425
15171,170.675,-43.475
15172,170.675,-43.525
15173,170.675,-43.575
15174,170.875,-42.875
15175,170.875,-42.925
15176,170.875,-42.975
15177,170.875,-43.025
15178,170.875,-43.075
15179,170.875,-43.125
15180,170.875,-43.175
15181,170.875,-43.225
15182,170.875,-43.275
15183,170.875,-43.325
15184,170.875,-43.375
15185,170.875,-43.425
15186,170.875,-43.475
15187,170.875,-43.525
15188,170.875,-43.575
15191,170.875,-43.625
15192,170.875,-43.675
15193,170.875,-43.725
15194,170.875,-43.775
15195,170.875,-43.825
15196,170.875,-43.875
15197,170.875,-43.925
15198,170.875,-43.975
15199,170.875,-44.025
15200,170.875,-44.075
15201,170.875,-44.125
15202,170.875,-44.175
15203,170.875,-44.225
15204,170.875,-44.275
15205,170.875,-44.325
15206,170.875,-44.375
15207,170.875,-44.425
15208,170.875,-44.475
15211,170.875,-44.525
15212,170.875,-44.575
15213,170.875,-44.625
15214,170.875,-44.675
15215,170.875,-44.725
15216,170.875,-44.775
15217,170.875,-44.825
15218,171.075,-43.525
15219,171.075,-43.575
15220,171.075,-43.625
15221,171.075,-43.675
15222,171.075,-43.725
15223,171.075,-43.775
15224,171.075,-43.825
15225,171.075,-43.875
15226,171.075,-43.925
15227,171.075,-43.975
15228,171.075,-44.025
15230,171.075,-44.075
15231,171.075,-44.125
15232,171.075,-44.175
15233,171.075,-44.225
15234,171.075,-44.275
15235,171.075,-44.325
15236,171.075,-44.375
15237,171.075,-44.425
15238,171.075,-44.475
15239,171.075,-44.525
15240,171.075,-44.575
15241,171.075,-44.625
15242,171.075,-44.675
15243,171.075,-44.725
15244,171.075,-44.775
15245,171.075,-44.825
15246,171.075,-44.875
15247,171.075,-44.925
15248,171.075,-44.975
15250,171.075,-45.025
,171.075,-45.075
,171.075,-45.125
,171.075,-45.175
,171.075,-45.225
,171.075,-45.275
,171.075,-45.325
,171.075,-45.375
,171.075,-45.425
,171.075,-45.475
,171.075,-45.525
15251,171.275,-42.625
15252,171.275,-42.675
15253,171.275,-42.725
15254,171.275,-42.775
15255,171.275,-42.825
15256,171.275,-42.875
15257,171.275,-42.925
15258,171.275,-42.975
15259,171.275,-43.025
15260,171.275,-43.075
15261,171.275,-43.125
15262,171.275,-43.175
15263,171.275,-43.225
15264,171.275,-43.275
15265,171.275,-43.325
15266,171.275,-43.375
15267,171.275,-43.425
15268,171.275,-43.475
15271,171.275,-43.525
15272,171.275,-43.575
15273,171.275,-43.625
15274,171.275,-43.675
15275,171.275,-43.725
15276,171.275,-43.775
15277,171.275,-43.825
15278,171.275,-43.875
15279,171.275,-43.925
15280,171.275,-43.975
15281,171.275,-44.025
15282,171.275,-44.075
15283,171.275,-44.125
15284,171.275,-44.175
15285,171.275,-44.225
15286,171.275,-44.275
15287,171.275,-44.325
,171.275,-44.375
,171.275,-44.425
,171.275,-44.475
,171.275,-44.525
,171.275,-44.575
,171.275,-44.625
